Ticker,Year,NET_INCOME,SALES_REV_TURN,CF_FREE_CASH_FLOW,TOT_STK_AWARDS_GIVEN_TO_EXECS,TOT_TOP_3_HIGHEST_STK_AW_AMT,2ND_HIGHEST_STK_AWARDS_AMT,2ND_HIGHEST_ALL_OTH_COMP_AMT_AW,3RD_HIGHEST_ALL_OTH_COMP_AMT_AW,2ND_HIGHEST_TOT_COMP_AMT_AW,SUSTAINALYTICS_SOCIAL_PERCENTILE,SUSTAINALYTICS_ENVIRONMENT_PCT,GICS Sector,State,
FIS,2017,303.4,2292.2,428.8,13000032,9349993,2699989.5,12136151,10840787,12886151,20.03936009,32.46086735,Information Technology, Florida,
FITB,2017,518,1877,428.6,9419386,6869377,1445001.5,2728444.5,2648374,3387116.5,13.25973848,36.30426868,Financials, Ohio,
FE,2017,-1504,3339,-23.2,12592469,10445186.5,2095986.5,4712965.5,3572699,5824455.5,19.14855243,12.18254676,Utilities, Ohio,
FISV,2017,292.2,1425.4,303.6,14346672,12702787.5,2000078,4717144.5,3071656.5,5529444,15.94466398,30.82991775,Information Technology, Wisconsin,
FLIR,2017,33.7446,455.0344,71.0114,9420431.5,6333456.5,1724932.5,2139415,1760691,2513692,52.21423306,12.04998536,Information Technology, Oregon,
FLS,2017,12.5416,946.3528,81.3046,11138793,9473674,2463938,2870768,2422152,3620465,74.32200632,55.67208263,Industrials, Texas,
FLR,2017,52.3698,4902.1262,100.3818,12076232.5,9218462.5,1815765.5,2530729.5,2467850.5,3346356.5,36.09056597,30.0307619,Industrials, Texas,
FMC,2017,110.34,713.4,68.7,7779499,6493193.5,1339222,2894982,2614367.5,3582779,41.53111099,32.55897247,Materials, Pennsylvania,
FL,2017,130.5,1921.25,152.25,8938426,6297073,2062522,4397487,3033494,5241932,41.17568719,3.940166681,Consumer Discretionary, New York,
F,2017,1364.8,39086,2353,45057799,30780517.5,9552090.5,13312664.5,9823065,15297331,83.25868279,27.38620187,Consumer Discretionary, Michigan,
FTV,2017,253.8,1656.62,263.64,7307217,5766018,1005998.5,2726603.5,2254071.5,3315091.5,19.66818035,12.46372526,Industrials, Washington,
FBHS,2017,115.24,1316.98,132.4,8769944,7019016,2659122,3943470.5,1760542,4726553.5,19.34731935,10.9032634,Industrials, Illinois,
BEN,2017,222.68,1601.54,272.34,13748000,12185000,3235000,5385000,3235000,5985000,14.20158472,60.95251681,Financials, California,
FCX,2017,421.8,4156,780.6,15967902,14256671,4299985,7737823,6095596.5,8430697.5,68.03297446,17.65944671,Materials, Arizona,
GPS,2017,215.75,3876.5,228.75,10105665,7556362,2192680,3305435,3291554,4153286,85.9365532,83.20782229,Consumer Discretionary, California,
GRMN,2017,166.4304,790.147,137.1318,3050069,2240033,420002,778366,451606,1340635,65.00287707,47.34783097,Consumer Discretionary, Switzerland,
GD,2017,696.4,7725.4,825.8,13347564.5,10288150,1634064,5063668,4957617.5,5824293,18.3584873,19.31389907,Industrials, Virginia,
GE,2017,-571,30465,440.6,20620171.5,15708331.5,4144215.5,10314358,8497244.5,15176441.5,79.18151092,80.95510769,Industrials, Massachusetts,
GGP,2017,178.7722,587.639,15.3536,12825000,10250000,2250000,3815783,3140533,4640783,60.38718559,51.33047429,Real Estate, Illinois,
GIS,2017,400.475,3891.925,568.9,9377187,7106832,1520157,3853105,3832282,4628105,73.14586256,83.7469511,Consumer Staples, Minnesota,
GM,2017,-405.8,35460.2,2177.2,26587218,19880523,4389127,8291151,6869584.5,9741151,35.62979161,24.12224509,Consumer Discretionary, Michigan,
GPC,2017,153.8554,4017.7732,157.8032,2898902.5,2255135.5,645174,2690188,1761846,3379438,11.2723309,34.64335746,Consumer Discretionary, Georgia,
GILD,2017,1547.2,6685.4,2935.6,13626103,9522896.5,3052165,7381672,5115605.5,8876776,80.67836798,30.08640779,Health Care, California,
GPN,2017,117.106,993.7905,82.62075,8505996,7077088,1421281,2739385,2238191,3359385,13.45428685,20.04929825,Information Technology, Georgia,
GS,2017,1326.6,10502.4,-3566,56775132,37879109.5,12373614,13235110.5,11104689.5,20032610.5,45.21466162,98.07843156,Financials, New York,
GT,2017,181.4,3823.6,262.4,4087615.5,3545492.5,906090.5,4507054,4483604,4332067,62.44524724,65.18849145,Consumer Discretionary, Ohio,
GWW,2017,129.2792,2579.1136,216.248,5369661,4632569,1505096.5,3449274.5,1814256.5,4258545,64.84786117,82.54369655,Industrials, Illinois,
HAL,2017,-122.4,4928.2,396.2,29028322.5,21266722,6203035,14965469,10443236.5,16037969,47.74548729,35.84068691,Energy, Texas,
HBI,2017,43.8012,1609.3438,189.5722,11930909,10197913.5,2350012.5,3924558,2297613,4713404.5,41.27227153,52.83185404,Consumer Discretionary, North Carolina,
HOG,2017,113.7876,1351.5648,190.352,9943244.5,7881667.5,1623050.5,3886805.5,2754516.5,4546878.5,47.07079153,5.813609467,Consumer Discretionary, Wisconsin,
HRS,2017,129,1494.75,133.5,7107617,5844147,675798,1922677,1780221,2410177,19.02220952,7.509250424,Information Technology, Florida,
HIG,2017,-642.4,4427.8,511.2,8076396.5,6518840,2258597,6966908,3187767,7888783,32.91020149,60.36517861,Financials, Connecticut,
HAS,2017,99.15175,1302.4455,147.37525,8207117,6270343,1866061,3555293,2353819,4451928,79.67348743,55.03733176,Consumer Discretionary, Rhode Island,
HCA,2017,627.2,10851,646.8,9645832,8217825,1991851.5,8124770,3709986.5,9168520.5,24.90092196,60.46167302,Health Care, Tennessee,
HCP,2017,94.566,477.6656,-68.0634,14038463,10599944,3567355.5,5174439,4880196,5910613.5,77.96052181,65.32135298,Real Estate, California,
HP,2017,74.3788,473.7656,-11.1828,3378430,3012535,592018,1648224,1639101,2254325,4.834098294,10.52359066,Energy, Oklahoma[7],
HSIC,2017,109.103,3116.4954,140.5736,12500000,9500000,1950000,2889836,2336389.5,4016049,74.11322923,36.15660514,Health Care, New York,
HSY,2017,179.9668,1897.134,289.8024,18592567.5,14562542,4951313,8704765.5,5554681.5,9577032,54.10223455,93.07939972,Consumer Staples, Pennsylvania,
HES,2017,-1793.2,1379,-230.6,13822015.5,11042014,3496516.5,7587177.5,3851187.5,8687177.5,81.76459128,86.02092014,Energy, New York,
HPE,2017,86,7217.75,-467.75,15504753,10753316,2250686,5200547,4698389,5953699,87.36742491,85.19316425,Information Technology, California,
HLT,2017,169,2142.8,229.6,25005069,19885632,6195542.5,7410939,5197303,8199948.5,72.82628618,93.07868129,Consumer Discretionary, Virginia,
HOLX,2017,232.44,769.98,9.6,10803982,8854068,1312439,2377165,2328841,2927069,32.6610859,22.23952583,Health Care, Massachusetts,
HD,2017,2148.75,24807,2443.75,13360429,9010920,2416623,5164205,3244905,6243436,37.52452706,95.92621707,Consumer Discretionary, Georgia,
HON,2017,537.8,10103.8,1326.2,13054375,9943650,2788350,11439416.5,7932849,13378053.5,19.43586233,23.89369736,Industrials, New Jersey,
HRL,2017,211.68375,2291.87975,206.16125,0,0,0,4424956,2743185,4926766,53.5195685,55.60514471,Consumer Staples, Minnesota,
HST,2017,138,1344.8,171.2,9119976.5,6964550.5,2306511.5,2715326.5,2273761.5,3154725,84.59135122,85.32476661,Real Estate, Maryland,
HPQ,2017,631.5,13014,818.75,23782884,17632144,4100494,5734566,4933048,6584588,82.06420806,94.05436332,Information Technology, California,
HUM,2017,409.4,13329,124,20667245,16359946,3007971.5,5887160,4147387,6190553,45.92761329,73.96783692,Health Care, Kentucky,
HBAN,2017,285.0544,1178.014,446.696,8519438,6625690,1445694.5,3076398.5,2208653,3930100.5,31.28766415,25.62824233,Financials, Ohio,
HII,2017,135.2,1872.6,127.4,8260544,5944471.5,1081400.5,3391137.5,3023375,3921235.5,24.78494624,0,Industrials, Virginia,
IDXX,2017,63.1026,482.4108,76.9632,874969.5,731226.5,287499.5,1805580.5,1711282.5,2347118.5,38.42664055,34.80929903,Health Care, Maine,
INFO,2017,104.225,899.925,175.325,33891741,21891761,7000008,8750368,7434144,9352168,53.76704605,43.52206684,Industrials, United Kingdom,
ITW,2017,438.8,3542.6,539.6,5703937,4596722,990560.5,4433130.5,3752954.5,5181580,71.60378385,39.66764225,Industrials, Illinois,
ILMN,2017,169.9524,674.2694,149,19901575.5,13400860.5,3750343.5,4155720.5,2608960,4687051.5,56.60118127,19.17177594,Health Care, California,
IR,2017,300.28,3511.28,333.3,15952850,11669160,2139732,4379767.5,3881886.5,5014678,77.73804069,81.12717356,Industrials, Ireland,
INTC,2017,2632.6,15827,2990.4,51012100,32417350,11458450,14739650,10804250,17184450,100,88.42560771,Information Technology, California,
ICE,2017,573.4,1153.8,451.6,15636565.5,12868105.5,3553556.5,6186823.5,4446679.5,6956615,12.56125937,49.89964669,Financials, Georgia,
IBM,2017,2050.8,20182,3300.2,29544762,21240680,4807600.5,6752632.5,6074431.5,7491882.5,98.43911599,98.50216769,Information Technology, New York,
INCY,2017,-60.8538,372.5428,-25.1006,4617196,3450215,583490.5,3572953.5,3329467,4081299.5,21.39615354,15.06074778,Health Care, Delaware,
IP,2017,472.4,5505.6,166.6,17580102,11953347.5,2183522,4193621.5,3762210.5,4923621.5,44.46322908,58.65314173,Materials, Tennessee,
IPG,2017,179.96,2013.66,235.88,14345333.5,12774264.5,2653121,5679770.5,5492561.5,6679770.5,50.08380851,46.45204305,Consumer Discretionary, New York,
IFF,2017,75.1166,832.2556,82.7704,6839359,4985663.5,1127233,2736263,2270527,3267513,46.51046613,80.60876621,Materials, New York,
INTU,2017,246,1321.25,383,30339420,21984958,5999877,8808532,8643363,9558532,73.50884998,78.62607087,Information Technology, California,
ISRG,2017,173,778.24,260.92,7645300.5,5332633,1586375,2839675,2835423,3356413,15.32951567,2.394547003,Health Care, California,
IVZ,2017,270.76,1271,122.54,21149701.5,16440255.5,4277435.5,6601712,4685742.5,7088114,10.92407382,76.12455551,Financials, Georgia,
IQV,2017,231.4,2423,192.4258,21298433,20510893,1519990,4931232.5,3125622.5,5451301,62.20697715,48.53543405,Health Care, North Carolina,
IRM,2017,46.5516,955.9542,83.3132,9072571,7177252,1505044,3094603.5,2188487.5,3419262,54.62481542,51.9448468,Real Estate, Massachusetts,
JEC,2017,58.83875,2555.3735,97.971,13932321,11004427,1716332,2651658,2476668,3461690,17.63659432,21.14195928,Industrials, California,
JBHT,2017,160.7639999,1782.1258,71.7776,5309003.5,4093454.5,949631,999094.5,882217,1484418,6.23740802,24.82129642,Industrials, Arkansas,
SJM,2017,141.6,1833.775,219.975,8590000,6450000,1500000,3747368,3176681,4529676,37.09178837,78.15761803,Consumer Staples, Ohio,
JNJ,2017,1022.8,18911.2,4667.4,35235838.5,27377293,8205617,15021765,13256942.5,16042392,87.81563462,98.629551,Health Care, New Jersey,
JCI,2017,368.2,7521.4,-334.6,42830031,37241967,9042440,24062052,11342506,24804052,98.93452741,64.65349439,Industrials, Ireland,
JPM,2017,6233.6,28050.4,6777.4,60206258,43082875,11282875,11355771,10809049,19714804.5,58.33893381,78.25729212,Financials, New York,
JNPR,2017,100.72,1282.56,276.74,19694466,14480043,5018659,5096014,2285013.5,5721990.5,32.17539915,57.34323157,Information Technology, California,
KSU,2017,218.32,636.28,95.66,7812531,6225489.5,2084721.5,3277142.5,1436692.5,3875780,47.48381532,13.60592049,Industrials, Missouri,
K,2017,244,3202.8,275.2,10735536.5,7739207,1965771,6065144.5,4146491.5,6861564.5,70.67933106,80.61544216,Consumer Staples, Michigan,
KEY,2017,305,1709.6,493.2,10417415,7796201,2159982.5,4608756,3665982.5,5267410,56.38828286,46.61916872,Financials, Ohio,
KMB,2017,556.6,4564.8,565.2,15821730,12362402,2518706,4111528,3810234.5,4990903,69.0765756,66.68548842,Consumer Staples, Texas,
KIM,2017,100.8696,299.572,36.96,6417633,6417633,878723.5,1640510.5,1530570.5,2240510.5,62.26403118,60.58600781,Real Estate, New York,
KMI,2017,78.4,3418.8,385.6,4055777.5,3680768,1100007,2249507,1914578.5,2611045.5,70.18551811,2.950623278,Energy, Texas,
KLAC,2017,178.9184,934.9488,271.0104,23731429,18729284,3997703,5032115,4349784,5532115,39.42888887,64.46294804,Information Technology, California,
KSS,2017,160.75,4686.5,252.75,12999874,9499944,1749965,2181879,2169018,3295629,86.81763626,77.74990892,Consumer Discretionary, Wisconsin,
KHC,2017,2388.6,6609.8,13.6,14033343.5,9816443.5,2580015,4134446,2865132,4872382,16.32687991,5.882338016,Consumer Staples, Pennsylvania,
KR,2017,389.75,29810.5,264.75,11538314,8578292,1973247,4997448,4964716,5815076,42.8743911,42.67285346,Consumer Staples, Ohio,
LB,2017,237.68625,3074.87075,240.25,17592776,12739894,3154443,5613974,5279792,6694743,77.16470539,82.57210131,Consumer Discretionary, Ohio,
LLL,2017,173,2583.2,261.4,10156285,8800027.5,2399971,7105064.5,4185785.5,8021281,13.53949351,8.746963085,Industrials, New York,
LH,2017,288.68,2567.3,302.64,14588771.5,12286459,2889298.5,3913638,3551661.5,4570232,50.51815823,2.394547003,Health Care, North Carolina,
LRCX,2017,420.468,2389.46425,453.8215,17471662,13828197,3950881,5553906,4057783,6200851,65.94694261,72.70993391,Information Technology, California,
LEG,2017,74.84,969.5,82.06,7282653,5951002,1275115.5,2140332.5,1372549,2671352,18.58798928,13.92362427,Consumer Discretionary, Missouri,
LEN,2017,202.62,3161.59125,221.27275,15600955,12527645,4531830,16245921,14292546,17045921,15.93598709,36.67294244,Consumer Discretionary, Florida,
LUK,2017,61.9826,2824.2476,188.9256,37241059,37241059,18370529.5,18656686,3754500,19656686,4.637971275,14.71459313,Consumer Defensive,New York,
LLY,2017,113.54,5726.36,1227.1,25370000,19580000,4900000,7357420.5,6635760,8407123,81.27381572,68.27612144,Health Care, Indiana,
LNC,2017,454,3502.2,276.6,12877592.5,10294164.5,1821262.5,3711030.5,3439038,4421031.5,7.790453993,65.33545731,Financials, Pennsylvania,
LKQ,2017,124.015,2377.463,79.269,6635800.5,4395664.5,1428833,2765556.5,2173199,3337479.5,18.66973225,72.86615219,Consumer Discretionary, Illinois,
LMT,2017,603.2,12991,1118.4,18792683,15320494.5,3286076.5,8325252,6052877.5,9305204,52.52125417,76.39854057,Industrials, Maryland,
L,2017,290.8,3414.6,366.2,4643071.5,3103414,979732.5,4612696,4331272,5587696,11.43555793,0.958379306,Financials, New York,
LOW,2017,889,17227.25,1146.5,16383103,11729968,2403706,3910659,3238984,4700659,70.90332743,70.32738833,Consumer Discretionary, North Carolina,
LYB,2017,1128.4,8446.2,968.2,12265151.5,10637168,2133800.5,3916983,2588618.5,4642494.5,37.5614043,28.7230593,Materials, Netherlands,
MTB,2017,347.7754,1493.4596,554.3748,6589860,4117665,1392060,2152095,1525402.5,3522095,3.655136093,12.97727946,Financials, New York,
MAC,2017,36.6516,253.1324,40.1916,26612152.5,21207789,5975888,6138778,3346854.5,6938778,35.76067191,82.95535181,Real Estate, California,
M,2017,177.25,6367,345.25,10512462,8907686,1631000,7308405,3162254,8205280,90.71552445,89.29842578,Consumer Discretionary, Ohio,
MRO,2017,-1418.8,1064.2,90.4,13188309,9641126,2933313.5,4321135,2816641,5447625,72.13419671,69.11537757,Energy, Texas,
MPC,2017,731.8,16813.8,824,12319342,10214765.5,2246392,4584102,3558219,5412227,55.07266927,71.78901785,Energy, Ohio,
MAR,2017,324.4,5540.2,496,16520991.5,11663834.5,3343193,5168757,4586919,6193757,49.09296741,72.39192549,Consumer Discretionary, Maryland,
MMC,2017,385.6,3477.6,481,11100443.5,9162829.5,2537612,7284493,5766774.5,8255326.5,29.82264929,55.0123018,Financials, New York,
MLM,2017,162.4518,982.883,82.6212,9718196,7484780,1250714,2324927.5,2188697.5,3114113.5,8.660266462,10.41110249,Materials, North Carolina,
MAS,2017,125.8,1880.8,184.4,5257178,4750255.5,904276.5,3160549.5,1835999,3823659.5,29.8861395,29.1868388,Industrials, Michigan,
MA,2017,969.6,3050.6,1234.2,12437723,9700133,2000046.5,5510758.5,4658987.5,6227425.5,70.93913873,76.1360181,Information Technology, New York,
MAT,2017,-176.0106,1343.2756,103.6074,19345822.5,16906165.5,2430475.5,5311607.5,3668599,6507635,71.59172245,57.36284788,Consumer Discretionary, California,
MKC,2017,119.35,1208.525,158.1,2813514,2288500,782500,4843188,2450239,5032996,72.52828101,73.28679125,Consumer Staples, Maryland,
MCD,2017,1277.14,5769.86,768.18,10424870.5,7985048,1538964,5054079.5,4466511.5,5733662.5,52.28770095,72.48840122,Consumer Discretionary, Illinois,
MCK,2017,1086.8,51114.4,483.4,12707814,10595527,3371199,11979145,4295463,13127478,39.42122485,31.88736182,Health Care, California,
MDT,2017,1254.25,7409.75,1080.5,23708695,15983543,5366729,8152066,7805801,9425993,60.68645859,84.01370186,Health Care, Ireland,
MRK,2017,749.2,10047.4,1528,17706482.5,13654882.5,2722953.5,7042738,5893987,8059020,92.82234682,75.27077495,Health Care, New Jersey,
MET,2017,403.8,14767,3585.2,13779527.5,10917304.5,1996909.5,5104920,4910042,6015623.5,48.00178399,63.82484402,Financials, New York,
MTD,2017,102.7496,686.9504,96.1964,1913649,1698685,215669.5,1193482,1133636,1519846,41.42492563,65.90681363,Health Care, Ohio,
MGM,2017,396.904,2648.8222,31.0262,15434401.5,12243284,2456187.5,5352072.5,4942719,7127072.5,38.20587904,60.76049286,Consumer Discretionary, Nevada,
KORS,2017,158.46,1191.34,283.86,3360016,2559940,799975,7590295,1627941,8590295,9.625082183,7.014135437,Consumer Discretionary, New York,
MCHP,2017,70.548,943.1034,297.2736,9127272,7714746,2546515,3112046,1150497,3495815,44.31251724,26.21135581,Information Technology, Arizona,
MU,2017,1896.75,5788.75,1306.25,25097313,18820579,6885622,14788960,4529489,15373026,54.28504113,35.05656982,Information Technology, Idaho,
MSFT,2017,4019.2,25619.8,7517.8,43286384,33185092,11434557,17543562,10729227,18294616,93.77432805,95.57976607,Information Technology, Washington,
MAA,2017,73.553,367.237,81.6334,7064622.5,5834671.5,1422922,2166618.5,1990588.5,2592118.5,22.73316455,27.23954492,Real Estate, Tennessee,
MHK,2017,241.0772,2334.7712,74.6548,8272304.5,6143813.5,2320855,4075494,2034606.5,5076253.5,38.88397682,40.46706805,Consumer Discretionary, New York,
TAP,2017,567.98,2659.36,317.48,10868765.5,7759722,2383827.5,4291111,2774283.5,5231386,95.40703343,62.48247267,Consumer Staples, Colorado,
MDLZ,2017,603,6533.2,592.8,34958157,29611389,5785747.5,10939513.5,8099382,12177013.5,78.09445153,82.91719441,Consumer Staples, Illinois,
MON,2017,600,3662,428.5,22915146,18819562,4875648,7326185,4656472,8350108,32.36574932,26.38926897,Basic Materials,Missouri,
MNST,2017,198.7248,824.562,230.5314,10820720,10820720,5410360,10735786,3217571,11995786,0.168142894,1.419011206,Consumer Staples, California,
MCO,2017,114.4,1029.24,199.34,8341234.5,6819142.5,1113020.5,2908220.5,2852017.5,3517220.5,29.08602342,75.56677096,Financials, New York,
MS,2017,1564,10729.6,-1450,27110797.5,20796217.5,6549611.5,7018538.5,3628429,20590497,60.26459851,90.91899728,Financials, New York,
MOS,2017,-19.04,1854.28,45.44,6799980.5,5383327,1350000,2642121.5,2083839.5,3225288,54.82524659,23.58089599,Materials, Minnesota,
MSI,2017,17.6,1652.6,314.4,5051934.5,4052009,683314,3893772,2867753.5,4501580,65.78990612,81.54043035,Information Technology, Illinois,
MSCI,2017,74.4444,313.3968,100.2074,20012478,15890078,2972723.5,3976466,3884819,4685769.5,68.6141277,35.87437416,Financials, New York,
MYL,2017,222.7,3035.1,391.28,43748924.5,39538493,6096320.5,10109411.5,7032367,11259411.5,10.66996693,37.03542179,Health Care, Netherlands,
NDAQ,2017,101.6,604.8,207.8,18204686.5,14610042.5,3683279.5,5321562,3279616.5,6002619.5,35.4847356,41.32136691,Financials, New York,
NOV,2017,-190.2,1799.2,112,12263661,9791860.5,2247297.5,4178519.5,2784458.5,4828519.5,2.853000658,49.48621554,Energy, Texas,
NAVI,2017,87.4,1286.4,281.4,7865894.5,5315949.5,1107985.5,2068054,1831979,2585699.5,13.56710942,19.12530822,Credit Services,Delaware,
NTAP,2017,161.75,1408,254,18796374,14792841,5154717,5932583,4271288,6863545,73.99963456,69.47371811,Information Technology, California,
NFLX,2017,125.1354,2834.0508,-529.995,0,0,0,19690866,9108671.5,20690866,20.18524051,3.940166681,Information Technology, California,
NWL,2017,582.88,3775.62,279.66,44454738.5,32457575.5,12011544,12843338.5,6703751.5,13804444.5,61.69459532,32.62915246,Consumer Discretionary, Georgia,
NFX,2017,88,446.8,-52.6,20853255,16492793,4179858.5,5172394.5,5009434.5,5755747.5,62.76201967,69.13768186,Energy, Texas,
NEM,2017,-88.2,1833.6,359.4,25506224,18098829.5,3980792,5942575.5,5417835.5,6631173.5,72.27780991,48.59649123,Materials, Colorado,
NWSA,2017,-147.6,2082.4,138.6,13986402,12340316,2950944,4682668,3834781,5682668,34.01624762,70.73829404,Consumer Discretionary, New York,
NWS,2017,-147.6,2082.4,138.6,13986402,12340316,2950944,4682668,3834781,5682668,34.01624762,70.73829404,Consumer Discretionary, New York,
NEE,2017,1268.8,4178.6,-1031,21256335.5,17057813.5,5236734,6899103.5,4228557.5,7429952.5,58.10098496,10.73500395,Utilities, Florida,
NLSN,2017,117.6,1645.6,336,13963190.5,11675699,2741209,4059969,3323751,4959969,74.77067245,67.42139213,Industrials, New York,
NKE,2017,966.5,8683.25,702.5,6375248,5125140,875052,3944024,3401793,4986332,55.15113412,74.42299474,Consumer Discretionary, Oregon,
NI,2017,43.46,1234.32,-214.88,6313156.5,4597945,1259238,1877890.5,1473778.5,2217663,57.52573138,61.80834474,Utilities, Indiana,
NBL,2017,-274,1041.6,-155.6,12340019.5,8759679.5,1699306,3296765,3102201.5,3913399.5,76.05023292,59.54171687,Energy, Texas,
JWN,2017,122,3773,156.5,8878592,5004312,1630746,5080127,5049610,5831279,87.23833525,92.10720401,Consumer Discretionary, Washington,
NSC,2017,1164,2608.2,333.8,9106700,6406429.5,1295614,3150762,3059426,3697165,56.21650545,53.95487113,Industrials, Virginia,
NTRS,2017,293.1,1400.72,384.22,13852831.5,10595821,3243812,5814048.5,4603527,6589048.5,47.76040045,74.09477218,Financials, Illinois,
